venue,event_uid,venue_uid,start_date,end_date,lat,lon,address,city,zip,url,artist_uid,start_dt,end_dt,event_days,event_mth,season,flood_season,venue_event_groupby,venue_artist_groupby
Obsidian Gallery,5894900,11697216,2015-06-17,2015-06-27,29.7815737755102,-95.39545073469391,3522 White Oak Drive,houston,77007.0,www.hardakerandhardaker.com,3344739.0,2015-06-17,2015-06-27,10,6,summer,yes,3,9
Octavia Art Gallery,339092,14199188,2015-03-05,2015-04-08,29.737804999999998,-95.435799,"3637 West Alabama Street, Suite 120",houston,77027.0,www.octaviaartgallery.com,5743079.0,2015-03-05,2015-04-08,34,3,spring,no,35,35
Off the Wall Gallery,1005407,13251653,2012-02-11,2012-02-12,29.7388498,-95.4617538,"5015 Westheimer Road, Suite 2208",houston,77056.0,www.offthewallgallery.com,15151353.0,2012-02-11,2012-02-12,1,2,winter,no,7,7
One Allen Center,1070301,218224,2015-02-12,2015-05-09,29.75764635,-95.3705105560667,500 Dallas Street,houston,77002.0,,9236534.0,2015-02-12,2015-05-09,86,2,winter,no,13,56
One Green Street,13752228,302292,2013-01-26,2013-03-09,29.781421306122397,-95.3943486326531,3423 White Oak Drive,houston,77007.0,,12721236.0,2013-01-26,2013-03-09,42,1,winter,no,1,1
Optical Project,194616,2188428,2010-04-16,2010-05-30,29.790919551020398,-95.3872143061224,1125 East 11th Street,houston,77009.0,www.billdavenport.com/opticalproject/optica,5309938.0,2010-04-16,2010-05-30,44,4,spring,no,15,18
Orange Show Center for Visionary Art,521154,11541711,2011-10-28,2011-10-28,29.717797632653102,-95.32450861224491,2402 Munger Street,houston,77023.0,www.orangeshow.org,1079599.0,2011-10-28,2011-10-28,0,10,fall,yes,15,26
PG Contemporary,1042980,10711215,2010-08-28,2010-09-11,29.7421534,-95.379192,3227 1/2 Milam Street,houston,77006.0,www.pgcontemporary.com,2354950.0,2010-08-28,2010-09-11,14,8,summer,yes,33,100
Pablo Cardoza Gallery,9118412,3630958,2018-09-08,2018-10-07,29.771869,-95.3840617,"1502 Sawyer Street, #141",houston,77007.0,pablocardozagallery.com,11665581.0,2018-09-08,2018-10-07,29,9,fall,yes,2,2
"Palm Center, 2nd Floor Courtroom",977295,11537273,2012-11-01,2012-11-01,29.696865000000003,-95.33393199999999,5300 Griggs Road,houston,77021.0,,12248146.0,2012-11-01,2012-11-01,0,11,fall,no,1,2
Paper and Space Artist Residency,6285494,2930578,2017-03-24,2017-03-24,29.7403343,-95.38999009999999,"615 Kipling Street, Unit 7",houston,77006.0,www.paperandspace.com,5571553.0,2017-03-24,2017-03-24,0,3,spring,no,1,1
Parkerson Gallery,4181727,6798720,2008-10-11,2008-10-18,29.7346635918367,-95.41997808163259,3510 Lake Street,houston,77098.0,www.parkersongallery.com,5619421.0,2008-10-11,2008-10-18,7,10,fall,yes,2,6
Pearl Fincher Museum of Fine Arts,118401,9960048,2015-12-12,2015-12-13,30.0129467,-95.51016690000002,6815 Cypresswood Drive,spring,77379.0,www.pearlmfa.org,2659624.0,2015-12-12,2015-12-13,1,12,winter,no,30,42
Peek Realty,10399577,7003882,2015-08-22,2015-08-22,29.715609999999998,-95.381134,"5925 Almeda Road, Suite E",houston,77004.0,,1257066.0,2015-08-22,2015-08-22,0,8,summer,yes,1,2
Peel Gallery,127259,4731788,2008-06-07,2008-07-31,29.732777000000002,-95.39070699999999,"4411 Montrose Boulevard, Suite 400",houston,77006.0,www.peelgallery.org,627585.0,2008-06-07,2008-07-31,54,6,summer,yes,29,63
Performance Art Houston's Instagram,6224608,6990269,2016-10-10,2016-11-20,,,,houston,,www.instagram.com/performancearthouston/,,2016-10-10,2016-11-20,41,10,fall,yes,3,0
Petal Gallery in the Magnolia Brewery Building,10677894,2237894,2008-03-07,2008-04-20,29.7645814,-95.362577,715 Franklin Street,houston,77002.0,,8754085.0,2008-03-07,2008-04-20,44,3,spring,no,1,2
Peveto,78381,5392379,2014-05-03,2014-05-31,29.7347646734694,-95.41908277551019,2627 Colquitt Street,houston,77098.0,www.peveto.org,11364310.0,2014-05-03,2014-05-31,28,5,spring,yes,29,62
Pictures Plus,14373607,5446079,2014-01-30,2014-02-21,29.747456857142897,-95.38415842857141,115 Hyde Park Boulevard,houston,77006.0,,7718078.0,2014-01-30,2014-02-21,22,1,winter,no,1,2
Piola Houston,8093496,10422073,2017-07-09,2017-09-03,29.742708299999997,-95.3797071,"3201 Louisiana Street, Suite #130",houston,77006.0,www.piola.it,2881332.0,2017-07-09,2017-09-03,56,7,summer,yes,1,1
Plant It Forward Farms (University of St. Thomas),7624479,989834,2019-04-27,2019-04-27,29.738083000000003,-95.3977186,1318 Sul Ross Street,houston,77006.0,ddd,,2019-04-27,2019-04-27,0,4,spring,no,1,0
Poison Girl Cocktail Lounge,118036,12999371,2015-12-03,2015-12-03,29.742651199999997,-95.383951,"1641 Westheimer Road, Suite B",houston,77006.0,,,2015-12-03,2015-12-03,0,12,winter,no,2,0
Poissant Gallery,1014354,9634931,2009-04-24,2009-05-23,29.771251040816303,-95.41265348979591,5102 Center Street,houston,77007.0,www.poissantgallery.com,2420053.0,2009-04-24,2009-05-23,29,4,spring,no,23,62
Post HTX,3361136,2681243,2017-05-06,2017-05-07,29.766069599999998,-95.36458990000001,401 Franklin Street,houston,77201.0,www.facebook.com/posthouston/,,2017-05-06,2017-05-07,1,5,spring,yes,2,0
Prairie View A&M University Art Gallery,5693645,6942427,2012-08-14,2012-09-17,30.094007300000005,-95.9874688,"100 University Drive, 4th Floor, John B. Coleman Library",prairie view,77446.0,www.pvamu.edu/pages/3665.asp,4764377.0,2012-08-14,2012-09-17,34,8,summer,yes,2,8
Premium Goods,1142147,9473142,2007-05-18,2007-08-17,29.7167520204082,-95.4153188979592,2416 Times Boulevard,houston,77005.0,www.premiumgoods.net,978806.0,2007-05-18,2007-08-17,91,5,spring,yes,3,12
Private Eye Gallery,1293423,3772654,2017-07-14,2017-07-14,29.728044,-95.3282624,1540 Telephone Road,houston,77023.0,www.facebook.com/privateeyegallery/,13801964.0,2017-07-14,2017-07-14,0,7,summer,yes,11,7
Progressive Amateur Boxing Association,383492,3151828,2012-12-08,2012-12-08,29.734219,-95.36555190000001,3212 Downling Street,houston,77004.0,,11021202.0,2012-12-08,2012-12-08,0,12,winter,no,1,1
Project Row Houses,13228,13371986,2012-04-25,2012-04-25,29.7319444081633,-95.3652960612245,2521 Holman Street,houston,77004.0,www.projectrowhouses.org,3079814.0,2012-04-25,2012-04-25,0,4,spring,no,95,202
Public Art of the University of Houston System (UH),4158829,16012922,2018-11-07,2018-11-07,29.7188527,-95.3432109,4800 Calhoun Road,houston,77204.0,publicartuhs.org,,2018-11-07,2018-11-07,0,11,fall,no,1,0
Public House Heights,6341010,4529008,2014-07-24,2014-08-30,29.781698257142896,-95.3882963,2802 White Oak Drive,houston,77007.0,publichouseheights.com,12937425.0,2014-07-24,2014-08-30,37,7,summer,yes,3,5
Public Storage,9862705,4907937,2015-03-27,2015-03-30,29.742834999999996,-95.408587,2006 Westheimer Road,houston,77098.0,,6064015.0,2015-03-27,2015-03-30,3,3,spring,no,2,2
R.A. Apffel Park/East Beach Pavilion,1320223,2466528,2014-07-25,2014-07-25,29.330173499999997,-94.73507640000001,1923 Boddeker Road,galveston,77550.0,,12396162.0,2014-07-25,2014-07-25,0,7,summer,yes,1,1
Rec Room Houston,2406848,11716308,2018-03-02,2018-03-03,29.760306,-95.35390500000001,"100 Jackson Street, #130C",houston,77002.0,www.recroomhtx.com,12064703.0,2018-03-02,2018-03-03,1,3,spring,no,4,1
Red Maple Gallery Houston,7307270,1793924,2017-09-15,2017-11-11,29.729542100000003,-95.3953795,1116 Milford Street,houston,77006.0,www.redmaplegalleryhouston.com,,2017-09-15,2017-11-11,57,9,fall,yes,2,0
Redbud Gallery,32789,9576675,2017-06-03,2017-06-27,29.790818142857102,-95.3951453673469,303 East 11th Street,houston,77008.0,www.redbudgallery.com,13555198.0,2017-06-03,2017-06-27,24,6,summer,yes,124,140
Reliant Center,5357566,3775918,2015-09-09,2015-09-12,29.687908,-95.405454,1 NRG Park,houston,77054.0,reliantpark.com,,2015-09-09,2015-09-12,3,9,fall,yes,3,0
René Wiley Gallery,6319144,11597804,2016-10-08,2016-11-20,29.304900699999997,-94.7920566,2128 Postoffice Street,galveston,77550.0,www.renewileyart.com,15539769.0,2016-10-08,2016-11-20,43,10,fall,yes,4,3
Resurrection Metropolitan Community Church,10760840,10019787,2018-07-28,2018-07-28,29.789652,-95.4183337,2025 West 11th Street,houston,77008.0,www.resurrectionmcc.org,,2018-07-28,2018-07-28,0,7,summer,yes,1,0
Rice Architecture (Rice University),12373971,2730495,2019-04-04,2019-04-04,29.718908199999998,-95.4019502,"6100 Main Street, MD Anderson Hall",houston,77005.0,arch.rice.edu,1736937.0,2019-04-04,2019-04-04,0,4,spring,no,1,1
Rice Media Center (Rice University),492948,6669651,2016-09-25,2016-09-25,29.713371000000002,-95.406547,600 Main Street,houston,77005.0,www.ruf.rice.edu/~media/,16174648.0,2016-09-25,2016-09-25,0,9,fall,yes,35,48
Rice University,1702178,2533723,2010-03-23,2010-08-31,29.720582,-95.393813,6100 Main Street,houston,77005.0,www.rice.edu,13176807.0,2010-03-23,2010-08-31,161,3,spring,no,20,30
Rice University Art Gallery (Rice University),158752,14369173,2012-02-02,2012-03-18,29.718400300000003,-95.3981109,"6100 Main Street, 352 Sewall Hall",houston,77005.0,www.ricegallery.org,1672043.0,2012-02-02,2012-03-18,45,2,winter,no,47,67
Rice University Media Center (Rice University),852602,15773159,2009-09-15,2009-09-15,29.718400300000003,-95.3981109,"6100 Main Street, MS-125",houston,77005.0,arts.rice.edu,13698878.0,2009-09-15,2009-09-15,0,9,fall,yes,13,23
Richmond Hall (Menil Collection),673855,4971427,2012-10-13,2012-10-13,29.73490045,-95.39805775,1500 Richmond Avenue,houston,77006.0,menil.org/visit/flavin.php,7479221.0,2012-10-13,2012-10-13,0,10,fall,yes,5,5
Rienzi (MFAH),274955,12535941,2017-06-09,2017-06-09,29.757344699999997,-95.4170304,1406 Kirby Drive,houston,77019.0,,,2017-06-09,2017-06-09,0,6,summer,yes,6,0
Ripcord,138566,15103540,2015-08-06,2015-09-26,29.748245,-95.389507,715 Fairview Street,houston,77006.0,ripcord.bar,2269210.0,2015-08-06,2015-09-26,51,8,summer,yes,1,12
Rising Tide Projects,1458485,13309569,2019-07-12,2019-07-31,29.3048675,-94.7988807,2510 Market Street,galveston,77550.0,,318373.0,2019-07-12,2019-07-31,19,7,summer,yes,3,2
River Oaks Bank Building,3363410,10070694,2018-04-20,2018-05-20,29.7478512,-95.4183323,2001 Kirby Drive,houston,77019.0,,2968524.0,2018-04-20,2018-05-20,30,4,spring,no,1,1
RockStar Gallery,1374646,13836756,2017-04-13,2017-04-13,29.849026600000002,-95.4966129,"5700 NW Central Drive, #160",houston,77092.0,stateoftheartshows.com/rockstar-art-gallery/,,2017-04-13,2017-04-13,0,4,spring,no,7,0
Rosenberg Library,11633298,7822122,2018-01-20,2018-07-20,29.301163,-94.792941,2310 Sealy Street,galveston,77550.0,rosenberg-library.org,3848050.0,2018-01-20,2018-07-20,181,1,winter,no,1,1
Rothko Chapel (Menil Collection),25376,13275212,2011-06-04,2011-06-04,29.737739204081603,-95.3959643469388,1409 Sul Ross Street,houston,77006.0,www.rothkochapel.org,1514248.0,2011-06-04,2011-06-04,0,6,summer,yes,13,22
Rotunda Gallery (St. Luke's Methodist Church),13853764,15853279,2018-09-05,2018-10-01,29.741073999999998,-95.43517659999999,3471 Westheimer Road,houston,77027.0,www.stlukesmethodist.org/music-fine-arts/,,2018-09-05,2018-10-01,26,9,fall,yes,1,0
Rudolph Blume Fine Art | ArtScan Gallery,114598,8692473,2009-02-26,2009-04-04,29.7343485263158,-95.4060155263158,1836 Richmond Avenue,houston,77098.0,www.rudolphblume.com,524680.0,2009-02-26,2009-04-04,37,2,winter,no,80,137
Rudyard’s Pub,596805,13208631,2016-04-29,2016-04-29,29.749945899999997,-95.3965971,2010 Waugh Drive,houston,77006.0,,1951310.0,2016-04-29,2016-04-29,0,4,spring,no,3,8
Russ Pitman Park,7616590,13926907,2012-04-04,2012-05-13,29.700646999999996,-95.451296,7112 Newcastle Street,bellaire,77401.0,www.naturediscoverycenter.org,2002495.0,2012-04-04,2012-05-13,39,4,spring,no,4,27
Russian Cultural Center - Our Texas,731889,15370206,2015-03-06,2015-04-07,29.725455612244897,-95.41365079591841,2337 Bissonnet Street,houston,77005.0,www.ourtx.org,3544624.0,2015-03-06,2015-04-07,32,3,spring,no,28,28
S&T Art and Design,8423050,4994396,2012-07-14,2012-07-14,29.7759772,-95.38409035971519,2424 Sawyer Heights Street,houston,77007.0,www.sandtartanddesign.com,1726262.0,2012-07-14,2012-07-14,0,7,summer,yes,1,5
SAMARA Gallery,391330,1729644,2016-04-08,2016-05-21,29.7345029,-95.4271142,3100 Richmond Avenue,houston,77098.0,www.samaragallery.com,2393767.0,2016-04-08,2016-05-21,43,4,spring,no,36,33
SKYDIVE,47360,16545239,2011-10-29,2011-10-29,29.7324890808081,-95.4095063030303,2041 Norfolk Street,houston,77098.0,www.theskydive.org,3079814.0,2011-10-29,2011-10-29,0,10,fall,yes,32,105
Sabine Street Studios,4861117,4787952,2019-03-01,2019-03-22,29.7747718,-95.378559,1907 Sabine Street,houston,77007.0,www.sawyeryards.com/SabineStreet,11774924.0,2019-03-01,2019-03-22,21,3,spring,no,6,1
Saint Arnold Brewing Company,1657245,4377961,2018-12-02,2018-12-02,29.771508,-95.348911,2000 Lyons Avenue,houston,77020.0,www.burningbonespress.com,5660788.0,2018-12-02,2018-12-02,0,12,winter,no,9,4
Salem Evangelical Lutheran Church,5251908,14381185,2016-01-12,2016-01-12,29.670941999999997,-95.463539,4930 West Bellfort Boulevard,houston,77035.0,,,2016-01-12,2016-01-12,0,1,winter,no,1,0
San Jacinto College Central Gallery (San Jacinto College Central),889890,14497201,2016-01-19,2016-02-18,29.661065999999998,-95.112183,"8060 Spencer Highway, Building C4, Room 119",pasadena,77505.0,,11218515.0,2016-01-19,2016-02-18,30,1,winter,no,4,4
Santos Headquarters,11558688,7407344,2011-12-03,2011-12-03,29.930803000000004,-95.622926,10702 Allens Landing Drive,houston,77065.0,,14617237.0,2011-12-03,2011-12-03,0,12,winter,no,1,1
Sapori Ristorante,6296695,8714656,2011-06-04,2011-05-31,29.7357364,-95.59662940000001,"12225 Westheimer Road, #B",houston,77077.0,www.saporihouston.com,7651333.0,2011-05-31,2011-06-04,4,5,spring,yes,1,4
Scott Charmin Gallery,427940,13695903,2014-09-27,2014-11-15,29.733593,-95.28483,504 78th Street,houston,77012.0,scottcharmin.tumblr.com,5038382.0,2014-09-27,2014-11-15,49,9,fall,yes,12,13
Sculptureworx Studio,12200513,14874129,2012-11-03,2012-11-10,29.7729894343434,-95.3836425252525,2500 Summer Street,houston,77007.0,,6143754.0,2012-11-03,2012-11-10,7,11,fall,no,1,2
Sean Anthony Salons,3784142,13867922,2019-03-11,2019-04-08,29.729748600000004,-95.4788522,3300 Chimney Rock Road,houston,77056.0,,783989.0,2019-03-11,2019-04-08,28,3,spring,no,2,2
Sears,922194,12485585,2016-12-11,2016-12-11,29.7342402,-95.3844946,4201 Main Street,houston,77002.0,,,2016-12-11,2016-12-11,0,12,winter,no,1,0
Sedition Books,1507114,8210759,2011-07-09,2011-07-10,29.734427,-95.389957,901 Richmond Avenue,houston,77006.0,seditionbooks.org,,2011-07-09,2011-07-10,1,7,summer,yes,1,0
Select Skate Shop,4506359,7478900,2011-08-26,2011-10-01,29.7479366530612,-95.4022297142857,2016 Dunlavy Street,houston,77006.0,selectskates.com,4867826.0,2011-08-26,2011-10-01,36,8,summer,yes,1,2
Select Studios Photography,699486,3635620,2015-03-27,2015-03-27,29.7730326632653,-95.4118483061225,5016 Allen Street,houston,77007.0,,2730457.0,2015-03-27,2015-03-27,0,3,spring,no,1,6
Self Actualization,512413,16431379,2016-04-02,2016-04-03,29.7483354,-95.3409688,3401 Harrisburg Boulevard,houston,77003.0,www.selfactualizationtx.com,13227006.0,2016-04-02,2016-04-03,1,4,spring,no,4,4
Serrano Gallery,1238245,15040341,2019-06-08,2019-06-29,29.771201,-95.378811,"2000 Edwards Street, Suite 317",houston,77007.0,,3389988.0,2019-06-08,2019-06-29,21,6,summer,yes,5,3
Sesquicentennial Park,3942924,9081322,2012-05-19,2012-05-19,29.7589382,-95.36769740000001,400 Texas Avenue,houston,77002.0,www.houstontx.gov/sqpark/index.htm,2407452.0,2012-05-19,2012-05-19,0,5,spring,yes,2,1
Settlement Goods,554487,2079210,2013-07-20,2013-08-31,29.7374483,-95.3907192,"3939 Montrose Boulevard, Suite M",houston,77006.0,settlementgoods.com,15464849.0,2013-07-20,2013-08-31,42,7,summer,yes,6,5
Sharespace,249440,11550677,2018-09-27,2018-09-28,29.750679100000003,-95.3239985,5001 Navigation Boulevard,houston,77011.0,www.sharespace.co/,,2018-09-27,2018-09-28,1,9,fall,yes,1,0
Sharpstown Community Center,8280187,4224158,2015-02-19,2015-02-19,29.708636333333303,-95.5280807681159,6600 Harbor Town Drive,houston,77036.0,,,2015-02-19,2015-02-19,0,2,winter,no,1,0
Shrimp Festival Site 2014,4159740,3887486,2014-10-04,2014-10-04,29.758272899999998,-95.33031509999999,901 North York Street,houston,77003.0,,53685.0,2014-10-04,2014-10-04,0,10,fall,yes,2,1
Sicardi | Ayers | Bacino,73211,512846,2012-03-15,2012-04-28,29.738946999999996,-95.39784499999999,1506 West Alabama Street,houston,77098.0,www.sicardi.com,6610720.0,2012-03-15,2012-04-28,44,3,spring,no,101,109
Sidewalks around City Hall,2641690,14185711,2013-08-16,2013-08-16,29.7603571,-95.3693747,901 Bagby Street,houston,77009.0,,15205179.0,2013-08-16,2013-08-16,0,8,summer,yes,1,1
Sig's Lagoon,1013379,4720303,2016-01-23,2016-03-01,29.738673699999996,-95.3795866,3622 Main Street,houston,77002.0,www.sigslagoon.com,3497527.0,2016-01-23,2016-03-01,38,1,winter,no,1,1
Silos at N. St. Charles and Kennedy streets,12304958,1917776,2014-10-11,2014-10-11,29.760142699999996,-95.3415353,490 North Live Oak Street,houston,77003.0,,15919988.0,2014-10-11,2014-10-11,0,10,fall,yes,2,5
Silver Street Studios,102792,16399049,2014-10-23,2014-11-29,29.771217699999998,-95.3790448,2000 Edwards Street,houston,77007.0,home.fotofest.org,5874604.0,2014-10-23,2014-11-29,37,10,fall,yes,46,97
Sloan Hall,12343398,8109500,2015-12-08,2015-12-08,29.7427233,-95.4197505,2620 Westheimer Road,houston,77098.0,,15374277.0,2015-12-08,2015-12-08,0,12,winter,no,1,1
Smith Street Gallery,2600679,3779830,2016-01-20,2016-03-19,29.755260999999997,-95.3726087,1600 Smith Street,houston,77002.0,,8284266.0,2016-01-20,2016-03-19,59,1,winter,no,1,1
South Gessner Police Station,3208968,11970300,2015-11-07,2015-11-07,29.6494973,-95.5283915,8605 Westplace Drive,houston,77071.0,,12738263.0,2015-11-07,2015-11-07,0,11,fall,no,1,1
South Park Annex,730672,13329975,2015-05-09,2015-05-14,29.714575300000003,-95.34066779999999,5001 Calhoun Street,houston,77004.0,,2764926.0,2015-05-09,2015-05-14,5,5,spring,yes,5,5
Southern Star Brewing Company,13634108,15678416,2017-07-14,2017-07-14,30.3584172,-95.4775348,3525 North Frazier Street,conroe,77303.0,southernstarbrewing.com,13928205.0,2017-07-14,2017-07-14,0,7,summer,yes,1,1
Space Center Houston,3699928,10896671,2013-02-13,2013-02-13,29.548603999999997,-95.098678,1601 NASA Parkway,houston,77058.0,www.spacecenter.org,2607097.0,2013-02-13,2013-02-13,0,2,winter,no,1,3
Space HL,169782,4451265,2014-10-25,2014-12-07,29.739541100000004,-95.34100129999999,1303 Cullen Boulevard,houston,77023.0,www.galleryhomeland.org,13498362.0,2014-10-25,2014-12-07,43,10,fall,yes,27,56
Space Montrose,9185817,2120052,2016-06-18,2016-06-18,29.742960399999998,-95.4023247,1706 Westheimer Road,houston,77098.0,www.spacemontrose.com,12818057.0,2016-06-18,2016-06-18,0,6,summer,yes,2,2
Space in Montrose,2923487,10716065,2012-04-21,2012-04-21,29.742614387755104,-95.40215785714291,2608 Dunlavy Street,houston,77006.0,www.whosinspace.com,,2012-04-21,2012-04-21,0,4,spring,no,1,0
Spacetaker Gallery,187278,9929570,2012-03-19,2012-04-27,29.771804100000004,-95.3801122,"2101 Winter Street, Studio 11",houston,77266.0,www.spacetaker.org,11714048.0,2012-03-19,2012-04-27,39,3,spring,no,16,24
Spring Street Studios,1528902,14258737,2017-09-29,2018-01-15,29.775231285714302,-95.3762571836735,1824 Spring Street,houston,77007.0,,6308851.0,2017-09-29,2018-01-15,108,9,fall,yes,27,40
St. Arnold's Brewery,1907863,12727557,2012-11-28,2012-11-28,29.771508,-95.348911,2000 Lyons Avenue,houston,77020.0,,4551316.0,2012-11-28,2012-11-28,0,11,fall,no,1,2
Stages Repertory Theatre,13285672,9489663,2008-02-16,2008-03-30,29.759978999999998,-95.40048399999999,3201 Allen Parkway,houston,77019.0,www.stagestheatre.com/cms_home/index.html,2978491.0,2008-02-16,2008-03-30,43,2,winter,no,1,1
Station Museum of Contemporary Art,1513885,4334497,2012-12-12,2012-12-12,29.725084999999996,-95.3554069,1502 Alabama Street,houston,77004.0,www.stationmuseum.com,8498778.0,2012-12-12,2012-12-12,0,12,winter,no,47,80
Studio 101,12032458,8781562,2013-03-06,2013-03-06,29.775231285714302,-95.3762571836735,1824 Spring Street,houston,77007.0,springstreetstudios.info/2012/,3079814.0,2013-03-06,2013-03-06,0,3,spring,no,2,9
Studio 1821,14788691,1358830,2017-03-18,2017-04-15,29.738334000000002,-95.4077697,1821 West Alabama Street,houston,77098.0,www.studio1821.com,13343868.0,2017-03-18,2017-04-15,28,3,spring,no,2,1
Studio 703,2278356,12351178,2015-12-08,2015-12-23,29.783572200000002,-95.3990993,703 Yale Street,houston,77007.0,,2273968.0,2015-12-08,2015-12-23,15,12,winter,no,2,2
Studio Gallery,646048,2977656,2007-10-01,2007-10-27,29.8028953,-95.40851550000001,"613 1/2 West 19th Street, Suite A",houston,77008.0,www.mwstudiogallery.com,8998695.0,2007-10-01,2007-10-27,26,10,fall,yes,2,2
Studio of the late Virgil Grotfeldt,7728912,5361358,2009-12-12,2009-12-12,29.847557000000002,-95.440788,2007 Paul Quinn Street,houston,77027.0,,7067819.0,2009-12-12,2009-12-12,0,12,winter,no,1,2
Sugar Land Art Center & Gallery,8641152,14948530,2018-08-24,2018-09-28,29.627098999999998,-95.6068382,"104 Industrial Boulevard, Suite Q",sugar land,77478.0,www.sugarlandartcenter.org,,2018-08-24,2018-09-28,35,8,summer,yes,2,0
Sugar Land Auditorium,711267,2652651,2018-10-26,2018-10-28,29.6248745,-95.6298186,226 Lakeview Drive,sugar land,77498.0,slcaf.org/sugar-land-auditorium/,,2018-10-26,2018-10-28,2,10,fall,yes,2,0
Sugar Land Town Square,12833243,5316554,2019-04-13,2019-04-13,29.595644899999996,-95.6220667,15958 City Walk,sugar land,77479.0,,12629237.0,2019-04-13,2019-04-13,0,4,spring,no,1,1
Summer Street Studios,1666694,14503265,2015-05-02,2015-05-03,29.7729894343434,-95.3836425252525,2204 Summer Street,houston,77007.0,,2169171.0,2015-05-02,2015-05-03,1,5,spring,yes,9,28
Sundance Cinemas,1202275,3952689,2012-11-08,2012-11-08,29.762442,-95.366486,510 Texas Street,houston,77002.0,www.sundancecinemas.com/houston.html,1992296.0,2012-11-08,2012-11-08,0,11,fall,no,3,5
Super Happy Funland,2738009,817872,2013-04-27,2013-04-27,29.741160999999998,-95.342575,3801 Polk Street,houston,77003.0,www.superhappyfunland.com,3899377.0,2013-04-27,2013-04-27,0,4,spring,no,2,5
"Suzanne Deal Booth Centennial Pavilion, James Turrell Skyspace (Rice University)",1892084,4575100,2018-03-31,2018-04-16,29.718400300000003,-95.3981109,6100 Main Street,houston,77251.0,,10702026.0,2018-03-31,2018-04-16,16,3,spring,no,5,6
TEA+ART,8676281,15094523,2018-01-05,2018-01-27,29.803128899999997,-95.415163,815 1/2 West 19th Street,houston,77008.0,teaplusart.com,,2018-01-05,2018-01-27,22,1,winter,no,2,0
Talento Bilingue de Houston TBH Center,712451,4202457,2012-02-16,2012-03-10,29.760370773333303,-95.3445929066667,333 South Jensen Drive,houston,77003.0,www.tbhcenter.org,8588658.0,2012-02-16,2012-03-10,23,2,winter,no,16,53
Texas Art Asylum,1156094,15396114,2017-10-28,2017-10-29,29.743217897959198,-95.35543597959179,1719 Live Oak Street,houston,77003.0,www.texasartasylum.com,11783017.0,2017-10-28,2017-10-29,1,10,fall,yes,10,1
Texas Art Supply,12166646,7509310,2015-07-24,2015-08-28,29.751333000000002,-95.392297,2002 Montrose Boulevard,houston,77006.0,,,2015-07-24,2015-08-28,35,7,summer,yes,1,0
Texas Children’s Hospital,6451065,16187108,2017-10-07,2017-10-26,29.7070666,-95.40451230000001,6701 Fannin Street,houston,77030.0,www.texaschildrens.org,,2017-10-07,2017-10-26,19,10,fall,yes,1,0
Texas Collaborative Arts,386075,5081784,2011-07-09,2011-07-30,29.790818142857102,-95.3951453673469,303 East 11th Street,houston,77008.0,www.texascollaborative.com,9161784.0,2011-07-09,2011-07-30,21,7,summer,yes,5,6
Texas Gallery,231099,3816741,2018-05-12,2018-06-02,29.7523955454545,-95.408722,2012 Peden Street,houston,77019.0,www.texgal.com,5249855.0,2018-05-12,2018-06-02,21,5,spring,yes,88,67
Texas Southern University Museum (TSU),535862,5628617,2013-06-22,2013-08-25,29.724583000000003,-95.36261,3100 Cleburne Street,houston,77004.0,www.tsu.edu/about/history/museum.asp,170349.0,2013-06-22,2013-08-25,64,6,summer,yes,11,27
The African American Library at the Gregory School,1298583,14980473,2014-10-04,2015-02-21,29.753987,-95.38055899999999,1300 Victor Street,houston,77019.0,www.thegregoryschool.org/index.html,170349.0,2014-10-04,2015-02-21,140,10,fall,yes,3,14
The Alexander House,7385431,5771741,2015-05-16,2015-05-16,29.756184899999997,-95.3978677,"6060 Gulfton Street, Apt. 1909",houston,77081.0,,,2015-05-16,2015-05-16,0,5,spring,yes,1,0
The Architecture Center Houston Foundation,5811812,3099856,2010-07-09,2010-07-09,29.7628673,-95.3689592,"315 Capitol Street, Suite 120",houston,77002.0,www.aiahouston.org,2199109.0,2010-07-09,2010-07-09,0,7,summer,yes,1,6
The Art Cellar of Houston,8213817,7077612,2018-12-22,2018-12-22,29.759117,-95.626012,"1460 Eldridge Parkway, #120",houston,77077.0,artcellarhouston.com,,2018-12-22,2018-12-22,0,12,winter,no,1,0
The Art Center of Baytown,4971476,6789082,2019-07-03,2019-08-31,29.732746000000002,-94.9710817,110 West Texas Avenue,baytown,77520.0,www.art-league-of-baytown.org,,2019-07-03,2019-08-31,59,7,summer,yes,2,0
The Art Guys Convention Center,8752894,15135635,2013-09-14,2013-09-14,29.8493658633252,-95.42311870308279,5757 Knox Street,houston,77091.0,www.theartguys.com/artfair.html,15205179.0,2013-09-14,2013-09-14,0,9,fall,yes,1,1
"The Art Guys Museum of Art and Wonders, Etc.",7024558,7848483,2012-06-08,2012-06-08,29.8493658633252,-95.42311870308279,5757 Knox Street,houston,77091.0,www.theartguys.com/Contact.html,4412890.0,2012-06-08,2012-06-08,0,6,summer,yes,2,2
The Art Institute of Houston (AIH),267015,1372240,2010-06-17,2010-06-17,29.7302757,-95.4479535,4140 Southwest Freeway,houston,70027.0,www.artinstitutes.edu/houston/,10625472.0,2010-06-17,2010-06-17,0,6,summer,yes,4,3
