event_uid,venue_uid,start_date,end_date,venue,lat,lon,address,city,zip,url,artist_uid,start_dt,end_dt,event_days,event_mth,season,flood_season
1970213,12330565,2013-06-23,2013-09-02,"Museum of Fine Arts, Houston (MFAH)",29.725938,-95.39462,1001 Bissonnet Street,houston,77005,www.mfah.org,9216238,2013-06-23,2013-09-02,71,6,summer,yes
1971916,9743125,2012-09-07,2012-10-27,Devin Borden Gallery,29.7367831,-95.3828569,3909 Main Street,houston,77002,www.devinborden.com,14185482,2012-09-07,2012-10-27,50,9,fall,yes
1972901,8298559,2012-06-08,2012-08-18,Houston Museum of African American Culture,29.729702625,-95.382561,4807 Caroline Street,houston,77004,www.hmaac.org,5178295,2012-06-08,2012-08-18,71,6,summer,yes
1972901,8298559,2012-06-08,2012-08-18,Houston Museum of African American Culture,29.729702625,-95.382561,4807 Caroline Street,houston,77004,www.hmaac.org,14861521,2012-06-08,2012-08-18,71,6,summer,yes
1972901,8298559,2012-06-08,2012-08-18,Houston Museum of African American Culture,29.729702625,-95.382561,4807 Caroline Street,houston,77004,www.hmaac.org,16149424,2012-06-08,2012-08-18,71,6,summer,yes
1974338,1540059,2017-04-27,2017-05-26,Williams Tower Gallery,29.737804,-95.460759,2800 Post Oak Boulevard,houston,77056,NULL,NA,2017-04-27,2017-05-26,29,4,spring,no
1974570,4536201,2012-03-25,2012-04-15,Houston's First Baptist Church,29.7842287810097,-95.4587495034272,7401 Katy Freeway,houston,77024,NULL,NA,2012-03-25,2012-04-15,21,3,spring,no
1974794,15123524,2012-09-18,2012-09-30,College Art Gallery (HCC Northline),29.8326408021978,-95.3760340989011,8001 Fulton Street,houston,77022,northeast.hccs.edu,715838,2012-09-18,2012-09-30,12,9,fall,yes
1974794,15123524,2012-09-18,2012-09-30,College Art Gallery (HCC Northline),29.8326408021978,-95.3760340989011,8001 Fulton Street,houston,77022,northeast.hccs.edu,1672276,2012-09-18,2012-09-30,12,9,fall,yes
1974794,15123524,2012-09-18,2012-09-30,College Art Gallery (HCC Northline),29.8326408021978,-95.3760340989011,8001 Fulton Street,houston,77022,northeast.hccs.edu,1726262,2012-09-18,2012-09-30,12,9,fall,yes
1974794,15123524,2012-09-18,2012-09-30,College Art Gallery (HCC Northline),29.8326408021978,-95.3760340989011,8001 Fulton Street,houston,77022,northeast.hccs.edu,3293132,2012-09-18,2012-09-30,12,9,fall,yes
1974794,15123524,2012-09-18,2012-09-30,College Art Gallery (HCC Northline),29.8326408021978,-95.3760340989011,8001 Fulton Street,houston,77022,northeast.hccs.edu,6770139,2012-09-18,2012-09-30,12,9,fall,yes
1974794,15123524,2012-09-18,2012-09-30,College Art Gallery (HCC Northline),29.8326408021978,-95.3760340989011,8001 Fulton Street,houston,77022,northeast.hccs.edu,8690027,2012-09-18,2012-09-30,12,9,fall,yes
1974794,15123524,2012-09-18,2012-09-30,College Art Gallery (HCC Northline),29.8326408021978,-95.3760340989011,8001 Fulton Street,houston,77022,northeast.hccs.edu,9124457,2012-09-18,2012-09-30,12,9,fall,yes
1977928,5527059,2015-07-18,2015-08-29,McClain Gallery,29.7342822857143,-95.4138517142857,2242 Richmond Avenue,houston,77098,www.mcclaingallery.com,4896160,2015-07-18,2015-08-29,42,7,summer,yes
1979918,15893567,2011-01-22,2011-03-05,Bogan Gallery,29.3046639,-94.7929838,2217 Postoffice Street,galveston,77550,www.bogangallery.com,13767635,2011-01-22,2011-03-05,42,1,winter,no
1980609,5687413,2019-06-15,2019-07-13,The Fat Cap Gallery,29.7499199,-95.3540719,912 Saint Charles Street,houston,77003,thefatcap.net,12891617,2019-06-15,2019-07-13,28,6,summer,yes
1985512,8133311,2011-09-09,2011-09-30,Babaloo International Cafe & Bar,29.7355547,-95.7633113,"22756 Westheimer Parkway, #190",katy,77450,www.babaloocafe.net/index.html,5913975,2011-09-09,2011-09-30,21,9,fall,yes
1985877,557630,2013-02-01,2013-03-01,Caroline Collective,29.7296438461538,-95.3828358461539,4820 Caroline Street,houston,77004,carolinecollective.cc,5554283,2013-02-01,2013-03-01,28,2,winter,no
1985877,557630,2013-02-01,2013-03-01,Caroline Collective,29.7296438461538,-95.3828358461539,4820 Caroline Street,houston,77004,carolinecollective.cc,6090378,2013-02-01,2013-03-01,28,2,winter,no
1985877,557630,2013-02-01,2013-03-01,Caroline Collective,29.7296438461538,-95.3828358461539,4820 Caroline Street,houston,77004,carolinecollective.cc,8599173,2013-02-01,2013-03-01,28,2,winter,no
1985877,557630,2013-02-01,2013-03-01,Caroline Collective,29.7296438461538,-95.3828358461539,4820 Caroline Street,houston,77004,carolinecollective.cc,13085399,2013-02-01,2013-03-01,28,2,winter,no
1985877,557630,2013-02-01,2013-03-01,Caroline Collective,29.7296438461538,-95.3828358461539,4820 Caroline Street,houston,77004,carolinecollective.cc,13438909,2013-02-01,2013-03-01,28,2,winter,no
1986309,3155723,2010-09-25,2010-10-16,Moody Gallery,29.734756,-95.421653,2815 Colquitt Street,houston,77098,www.moodygallery.com,683036,2010-09-25,2010-10-16,21,9,fall,yes
1986309,3155723,2010-09-25,2010-10-16,Moody Gallery,29.734756,-95.421653,2815 Colquitt Street,houston,77098,www.moodygallery.com,2549928,2010-09-25,2010-10-16,21,9,fall,yes
1986309,3155723,2010-09-25,2010-10-16,Moody Gallery,29.734756,-95.421653,2815 Colquitt Street,houston,77098,www.moodygallery.com,3584634,2010-09-25,2010-10-16,21,9,fall,yes
1986309,3155723,2010-09-25,2010-10-16,Moody Gallery,29.734756,-95.421653,2815 Colquitt Street,houston,77098,www.moodygallery.com,6007373,2010-09-25,2010-10-16,21,9,fall,yes
1986309,3155723,2010-09-25,2010-10-16,Moody Gallery,29.734756,-95.421653,2815 Colquitt Street,houston,77098,www.moodygallery.com,6706507,2010-09-25,2010-10-16,21,9,fall,yes
1986309,3155723,2010-09-25,2010-10-16,Moody Gallery,29.734756,-95.421653,2815 Colquitt Street,houston,77098,www.moodygallery.com,7434581,2010-09-25,2010-10-16,21,9,fall,yes
1986309,3155723,2010-09-25,2010-10-16,Moody Gallery,29.734756,-95.421653,2815 Colquitt Street,houston,77098,www.moodygallery.com,8347440,2010-09-25,2010-10-16,21,9,fall,yes
1986309,3155723,2010-09-25,2010-10-16,Moody Gallery,29.734756,-95.421653,2815 Colquitt Street,houston,77098,www.moodygallery.com,14107654,2010-09-25,2010-10-16,21,9,fall,yes
1986309,3155723,2010-09-25,2010-10-16,Moody Gallery,29.734756,-95.421653,2815 Colquitt Street,houston,77098,www.moodygallery.com,14675263,2010-09-25,2010-10-16,21,9,fall,yes
1986309,3155723,2010-09-25,2010-10-16,Moody Gallery,29.734756,-95.421653,2815 Colquitt Street,houston,77098,www.moodygallery.com,14697812,2010-09-25,2010-10-16,21,9,fall,yes
1986309,3155723,2010-09-25,2010-10-16,Moody Gallery,29.734756,-95.421653,2815 Colquitt Street,houston,77098,www.moodygallery.com,15916817,2010-09-25,2010-10-16,21,9,fall,yes
1986309,3155723,2010-09-25,2010-10-16,Moody Gallery,29.734756,-95.421653,2815 Colquitt Street,houston,77098,www.moodygallery.com,16316832,2010-09-25,2010-10-16,21,9,fall,yes
1989083,10136979,2016-08-04,2016-08-04,Cynthia Woods Mitchell Center (UH),29.8548916,-95.4564728,4800 Calhoun Road,houston,77091,www.mitchellcenterforarts.org,10715914,2016-08-04,2016-08-04,0,8,summer,yes
1991621,1396764,2008-11-08,2008-11-29,Koelsch Gallery,29.7527419,-95.3940784,1020 Deden Street,houston,77006,www.koelschgallery.com,4813075,2008-11-08,2008-11-29,21,11,fall,no
1991621,1396764,2008-11-08,2008-11-29,Koelsch Gallery,29.7527419,-95.3940784,1020 Deden Street,houston,77006,www.koelschgallery.com,14423336,2008-11-08,2008-11-29,21,11,fall,no
1999459,3352428,2014-09-06,2014-10-18,BLUEorange Contemporary,29.75338284,-95.39438396,1208 West Gray Street,houston,77019,blueorangehouston.com,560647,2014-09-06,2014-10-18,42,9,fall,yes
2002275,3352428,2015-11-28,2015-11-29,BLUEorange Contemporary,29.75338284,-95.39438396,1208 West Gray Street,houston,77019,blueorangehouston.com,NA,2015-11-28,2015-11-29,1,11,fall,no
2003881,8573380,2012-01-14,2012-02-11,John Cleary Gallery,29.7347642653061,-95.419156244898,2635 Colquitt Street,houston,77098,www.johnclearygallery.com,11724534,2012-01-14,2012-02-11,28,1,winter,no
2018278,14221280,2019-06-07,2019-07-20,Art League Houston,29.7507561428571,-95.3919823877551,1953 Montrose Boulevard,houston,77006,www.artleaguehouston.org,5773406,2019-06-07,2019-07-20,43,6,summer,yes
2018413,14503265,2014-06-21,2014-06-21,Summer Street Studios,29.7729894343434,-95.3836425252525,2204 Summer Street,houston,77007,NULL,NA,2014-06-21,2014-06-21,0,6,summer,yes
2025514,4731788,2010-09-10,2010-10-15,Peel Gallery,29.732777,-95.390707,"4411 Montrose Boulevard, Suite 400",houston,77006,www.peelgallery.org,9869124,2010-09-10,2010-10-15,35,9,fall,yes
2032458,5764669,2009-05-02,2009-05-29,Nau-haus,29.7908041428571,-95.3960782653061,223 East 11th Street,houston,77008,NULL,771745,2009-05-02,2009-05-29,27,5,spring,yes
2032458,5764669,2009-05-02,2009-05-29,Nau-haus,29.7908041428571,-95.3960782653061,223 East 11th Street,houston,77008,NULL,896698,2009-05-02,2009-05-29,27,5,spring,yes
2032458,5764669,2009-05-02,2009-05-29,Nau-haus,29.7908041428571,-95.3960782653061,223 East 11th Street,houston,77008,NULL,7760678,2009-05-02,2009-05-29,27,5,spring,yes
2032458,5764669,2009-05-02,2009-05-29,Nau-haus,29.7908041428571,-95.3960782653061,223 East 11th Street,houston,77008,NULL,7956530,2009-05-02,2009-05-29,27,5,spring,yes
2032458,5764669,2009-05-02,2009-05-29,Nau-haus,29.7908041428571,-95.3960782653061,223 East 11th Street,houston,77008,NULL,13366910,2009-05-02,2009-05-29,27,5,spring,yes
2032458,5764669,2009-05-02,2009-05-29,Nau-haus,29.7908041428571,-95.3960782653061,223 East 11th Street,houston,77008,NULL,14394148,2009-05-02,2009-05-29,27,5,spring,yes
2032554,14221280,2012-03-09,2012-04-27,Art League Houston,29.7507561428571,-95.3919823877551,1953 Montrose Boulevard,houston,77006,www.artleaguehouston.org,750394,2012-03-09,2012-04-27,49,3,spring,no
2032554,14221280,2012-03-09,2012-04-27,Art League Houston,29.7507561428571,-95.3919823877551,1953 Montrose Boulevard,houston,77006,www.artleaguehouston.org,14916364,2012-03-09,2012-04-27,49,3,spring,no
2032663,5764669,2011-09-10,2011-10-01,Nau-haus,29.7908041428571,-95.3960782653061,223 East 11th Street,houston,77008,NULL,11697965,2011-09-10,2011-10-01,21,9,fall,yes
2035181,11856697,2017-11-17,2018-01-07,Lawndale Art Center,29.7296227954545,-95.3866608181818,4912 Main Street,houston,77002,www.lawndaleartcenter.org,13539572,2017-11-17,2018-01-07,51,11,fall,no
2035391,9794617,2018-09-04,2018-09-05,Notsuoh,29.7621347142857,-95.3609501428571,314 Main Street,houston,77002,www.myspace.com/notsuohmusic,NA,2018-09-04,2018-09-05,1,9,fall,yes
2036824,11856697,2010-08-20,2010-09-25,Lawndale Art Center,29.7296227954545,-95.3866608181818,4912 Main Street,houston,77002,www.lawndaleartcenter.org,1219523,2010-08-20,2010-09-25,36,8,summer,yes
2036824,11856697,2010-08-20,2010-09-25,Lawndale Art Center,29.7296227954545,-95.3866608181818,4912 Main Street,houston,77002,www.lawndaleartcenter.org,3552238,2010-08-20,2010-09-25,36,8,summer,yes
2036824,11856697,2010-08-20,2010-09-25,Lawndale Art Center,29.7296227954545,-95.3866608181818,4912 Main Street,houston,77002,www.lawndaleartcenter.org,5532621,2010-08-20,2010-09-25,36,8,summer,yes
2036824,11856697,2010-08-20,2010-09-25,Lawndale Art Center,29.7296227954545,-95.3866608181818,4912 Main Street,houston,77002,www.lawndaleartcenter.org,6856169,2010-08-20,2010-09-25,36,8,summer,yes
2036824,11856697,2010-08-20,2010-09-25,Lawndale Art Center,29.7296227954545,-95.3866608181818,4912 Main Street,houston,77002,www.lawndaleartcenter.org,9521056,2010-08-20,2010-09-25,36,8,summer,yes
2036824,11856697,2010-08-20,2010-09-25,Lawndale Art Center,29.7296227954545,-95.3866608181818,4912 Main Street,houston,77002,www.lawndaleartcenter.org,11743868,2010-08-20,2010-09-25,36,8,summer,yes
2036824,11856697,2010-08-20,2010-09-25,Lawndale Art Center,29.7296227954545,-95.3866608181818,4912 Main Street,houston,77002,www.lawndaleartcenter.org,11903935,2010-08-20,2010-09-25,36,8,summer,yes
2036824,11856697,2010-08-20,2010-09-25,Lawndale Art Center,29.7296227954545,-95.3866608181818,4912 Main Street,houston,77002,www.lawndaleartcenter.org,15585089,2010-08-20,2010-09-25,36,8,summer,yes
2041156,476776,2018-01-13,2018-02-17,Gray Contemporary,29.7346225,-95.4200989,3508 Lake Street,houston,77098,www.graycontemporary.com,16764314,2018-01-13,2018-02-17,35,1,winter,no
2042072,8142945,2017-04-22,2017-04-22,Burning Bones Press,29.7984546938776,-95.3990333469388,1518 Yale Street,houston,77008,www.burningbonespress.com,NA,2017-04-22,2017-04-22,0,4,spring,no
2043256,1396764,2012-09-22,2012-10-20,Koelsch Gallery,29.7527419,-95.3940784,1020 Deden Street,houston,77006,www.koelschgallery.com,14423336,2012-09-22,2012-10-20,28,9,fall,yes
2044256,769711,2009-06-04,2009-06-27,Meredith Long and Company,29.7486959,-95.4158167,2323 San Felipe Street,houston,77019,www.meredithlonggallery.com,10847717,2009-06-04,2009-06-27,23,6,summer,yes
2044699,8685805,2014-01-05,2014-02-01,d. m. allison,29.7347592727273,-95.4203120909091,2709 Colquitt Street,houston,77098,NULL,7956530,2014-01-05,2014-02-01,27,1,winter,no
2045686,13236364,2014-10-25,2014-11-26,Nicole Longnecker Gallery,29.7347647755102,-95.4190644081633,2625 Colquitt Street,houston,77098,longneckergallery.com,14425100,2014-10-25,2014-11-26,32,10,fall,yes
2046016,14330106,2015-04-03,2015-05-02,Foltz Fine Art,29.7424664,-95.4125566,2143 Westheimer Road,houston,77098,www.reavesart.com/index.php,4449422,2015-04-03,2015-05-02,29,4,spring,no
2046016,14330106,2015-04-03,2015-05-02,Foltz Fine Art,29.7424664,-95.4125566,2143 Westheimer Road,houston,77098,www.reavesart.com/index.php,11908692,2015-04-03,2015-05-02,29,4,spring,no
2050287,4509071,2012-11-02,2012-12-14,Fresh Arts,29.7718041,-95.3801122,"2101 Winter Street, Suite B11",houston,77007,fresharts.org,1370857,2012-11-02,2012-12-14,42,11,fall,no
2050679,7729187,2013-11-02,2013-12-07,BOX 13 ArtSpace,29.7372928,-95.3081826,6700 Harrisburg Boulevard,houston,77001,www.box13artspace.com,12381966,2013-11-02,2013-12-07,35,11,fall,no
2051297,3035397,2013-04-27,2013-06-29,Booker-Lowe Gallery,29.766020755102,-95.4074988367347,4623 Feagan Street,houston,77007,www.bookerlowegallery.com,2739285,2013-04-27,2013-06-29,63,4,spring,no
2051297,3035397,2013-04-27,2013-06-29,Booker-Lowe Gallery,29.766020755102,-95.4074988367347,4623 Feagan Street,houston,77007,www.bookerlowegallery.com,4791666,2013-04-27,2013-06-29,63,4,spring,no
2051297,3035397,2013-04-27,2013-06-29,Booker-Lowe Gallery,29.766020755102,-95.4074988367347,4623 Feagan Street,houston,77007,www.bookerlowegallery.com,6398012,2013-04-27,2013-06-29,63,4,spring,no
2051297,3035397,2013-04-27,2013-06-29,Booker-Lowe Gallery,29.766020755102,-95.4074988367347,4623 Feagan Street,houston,77007,www.bookerlowegallery.com,12640719,2013-04-27,2013-06-29,63,4,spring,no
2052291,13840831,2019-04-10,2019-04-14,Allen's Landing Park,29.764137,-95.3587599,1005 Commerce Street,houston,77002,buffalobayou.org/visit/destination/allens-landing/,11704436,2019-04-10,2019-04-14,4,4,spring,no
2052944,15901858,2013-01-18,2013-01-18,Avant Garden,29.74432895,-95.3864724744559,411 Westheimer Road,houston,77006,avantgardenhouston.com/arts.html,828980,2013-01-18,2013-01-18,0,1,winter,no
2052944,15901858,2013-01-18,2013-01-18,Avant Garden,29.74432895,-95.3864724744559,411 Westheimer Road,houston,77006,avantgardenhouston.com/arts.html,1542558,2013-01-18,2013-01-18,0,1,winter,no
2052944,15901858,2013-01-18,2013-01-18,Avant Garden,29.74432895,-95.3864724744559,411 Westheimer Road,houston,77006,avantgardenhouston.com/arts.html,1861025,2013-01-18,2013-01-18,0,1,winter,no
2052944,15901858,2013-01-18,2013-01-18,Avant Garden,29.74432895,-95.3864724744559,411 Westheimer Road,houston,77006,avantgardenhouston.com/arts.html,2010640,2013-01-18,2013-01-18,0,1,winter,no
2052944,15901858,2013-01-18,2013-01-18,Avant Garden,29.74432895,-95.3864724744559,411 Westheimer Road,houston,77006,avantgardenhouston.com/arts.html,3677566,2013-01-18,2013-01-18,0,1,winter,no
2052944,15901858,2013-01-18,2013-01-18,Avant Garden,29.74432895,-95.3864724744559,411 Westheimer Road,houston,77006,avantgardenhouston.com/arts.html,4567413,2013-01-18,2013-01-18,0,1,winter,no
2052944,15901858,2013-01-18,2013-01-18,Avant Garden,29.74432895,-95.3864724744559,411 Westheimer Road,houston,77006,avantgardenhouston.com/arts.html,6507237,2013-01-18,2013-01-18,0,1,winter,no
2052944,15901858,2013-01-18,2013-01-18,Avant Garden,29.74432895,-95.3864724744559,411 Westheimer Road,houston,77006,avantgardenhouston.com/arts.html,7234790,2013-01-18,2013-01-18,0,1,winter,no
2052944,15901858,2013-01-18,2013-01-18,Avant Garden,29.74432895,-95.3864724744559,411 Westheimer Road,houston,77006,avantgardenhouston.com/arts.html,7924699,2013-01-18,2013-01-18,0,1,winter,no
2052944,15901858,2013-01-18,2013-01-18,Avant Garden,29.74432895,-95.3864724744559,411 Westheimer Road,houston,77006,avantgardenhouston.com/arts.html,8148167,2013-01-18,2013-01-18,0,1,winter,no
2052944,15901858,2013-01-18,2013-01-18,Avant Garden,29.74432895,-95.3864724744559,411 Westheimer Road,houston,77006,avantgardenhouston.com/arts.html,9565998,2013-01-18,2013-01-18,0,1,winter,no
2052944,15901858,2013-01-18,2013-01-18,Avant Garden,29.74432895,-95.3864724744559,411 Westheimer Road,houston,77006,avantgardenhouston.com/arts.html,9945760,2013-01-18,2013-01-18,0,1,winter,no
2052944,15901858,2013-01-18,2013-01-18,Avant Garden,29.74432895,-95.3864724744559,411 Westheimer Road,houston,77006,avantgardenhouston.com/arts.html,10564068,2013-01-18,2013-01-18,0,1,winter,no
2052944,15901858,2013-01-18,2013-01-18,Avant Garden,29.74432895,-95.3864724744559,411 Westheimer Road,houston,77006,avantgardenhouston.com/arts.html,13767635,2013-01-18,2013-01-18,0,1,winter,no
2052944,15901858,2013-01-18,2013-01-18,Avant Garden,29.74432895,-95.3864724744559,411 Westheimer Road,houston,77006,avantgardenhouston.com/arts.html,13914918,2013-01-18,2013-01-18,0,1,winter,no
2052944,15901858,2013-01-18,2013-01-18,Avant Garden,29.74432895,-95.3864724744559,411 Westheimer Road,houston,77006,avantgardenhouston.com/arts.html,14152082,2013-01-18,2013-01-18,0,1,winter,no
2052944,15901858,2013-01-18,2013-01-18,Avant Garden,29.74432895,-95.3864724744559,411 Westheimer Road,houston,77006,avantgardenhouston.com/arts.html,14722210,2013-01-18,2013-01-18,0,1,winter,no
2062156,9927925,2015-02-26,2015-02-26,Architecture Center Houston,29.7628673,-95.3689592,"315 Capitol Street, Suite 120",houston,77002,www.aiahouston.org,3407093,2015-02-26,2015-02-26,0,2,winter,no
2079284,2838960,2016-11-11,2016-12-03,Zoya Tommy Contemporary,29.7331773877551,-95.3910081836735,4102 Fannin Street,houston,77004,www.zoyatommy.com,3247975,2016-11-11,2016-12-03,22,11,fall,no
2079620,14207979,2018-08-18,2018-08-25,Bill's Junk,29.7909195510204,-95.3872143061224,1125 East 11th Street,houston,77009,www.billdavenport.com/junkstore/junkstore.html,NA,2018-08-18,2018-08-25,7,8,summer,yes
2084167,1246353,2016-04-13,2016-04-29,Third Space (UH),29.7245052,-95.342471,"4188 Elgin Street, Room 100",houston,77204,NULL,1256580,2016-04-13,2016-04-29,16,4,spring,no
2084167,1246353,2016-04-13,2016-04-29,Third Space (UH),29.7245052,-95.342471,"4188 Elgin Street, Room 100",houston,77204,NULL,1402858,2016-04-13,2016-04-29,16,4,spring,no
2084167,1246353,2016-04-13,2016-04-29,Third Space (UH),29.7245052,-95.342471,"4188 Elgin Street, Room 100",houston,77204,NULL,6029228,2016-04-13,2016-04-29,16,4,spring,no
2084167,1246353,2016-04-13,2016-04-29,Third Space (UH),29.7245052,-95.342471,"4188 Elgin Street, Room 100",houston,77204,NULL,8024399,2016-04-13,2016-04-29,16,4,spring,no
2084167,1246353,2016-04-13,2016-04-29,Third Space (UH),29.7245052,-95.342471,"4188 Elgin Street, Room 100",houston,77204,NULL,8152195,2016-04-13,2016-04-29,16,4,spring,no
